Brand,Screen_Size,Ram,Rating,OS_Family_Other,OS_Family_Windows,OS_Family_macOS,Disk_GB,CPU_Vendor,CPU_Family,CPU_Class,CPU_Arch,Price
Dell,15.6,16,3.9,False,True,False,512.0,AMD,Ryzen5,Other,x86,799.0
Acer,14.0,8,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1040.38
Acer,15.6,8,4.3,False,True,False,512.0,AMD,Ryzen5,Other,x86,542.96
Microsoft,15.0,8,4.6,False,True,False,512.0,AMD,Ryzen7,Other,x86,1148.54
Lenovo,14.0,16,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,729.99
CHUWI,14.1,8,3.9,False,True,False,256.0,Intel,Celeron,Desktop/Unknown,x86,239.99
Panasonic,13.1,4,3.3,False,True,False,500.0,Intel,i5,Desktop/Unknown,x86,3499.99
Acer,14.0,4,4.2,False,False,False,512.0,Intel,Celeron,Desktop/Unknown,x86,174.99
MSI,15.6,8,4.6,False,True,False,256.0,Unknown,i5,Other,x86,599.0
HP,15.6,8,4.4,False,True,False,256.0,Intel,i3,Desktop/Unknown,x86,304.94
MSI,15.6,8,4.3,False,True,False,512.0,Intel,Xeon,Desktop/Unknown,x86,1199.0
LG,16.0,16,4.2,False,True,False,256.0,Intel,i7,Desktop/Unknown,x86,1175.0
HP,17.3,32,4.5,False,True,False,2048.0,Intel,i5,Desktop/Unknown,x86,849.0
HP,17.3,16,4.1,False,True,False,1024.0,AMD,Athlon,Other,x86,569.0
ASUS,15.6,12,4.6,False,True,False,512.0,Intel,i3,Desktop/Unknown,x86,409.99
HP,17.3,16,4.4,False,True,False,1024.0,Intel,i5,Mobile-U/G,x86,624.0
ASUS,15.6,20,4.3,False,True,False,512.0,Intel,i3,Desktop/Unknown,x86,499.0
Acer,15.6,12,4.1,False,True,False,512.0,AMD,Ryzen3,Other,x86,489.99
HP,15.6,8,4.0,False,True,False,256.0,Intel,i3,Mobile-U/G,x86,356.0
Panasonic,14.0,4,2.7,False,True,False,500.0,Intel,i5,Desktop/Unknown,x86,3699.99
Dell,15.6,32,3.8,False,True,False,1024.0,Intel,Pentium,Desktop/Unknown,x86,579.99
HP,15.6,16,5.0,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,679.0
Acer,14.0,8,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,709.99
HP,15.6,8,4.4,False,True,False,512.0,Unknown,i5,Other,x86,489.9
MSI,15.6,8,2.0,False,True,False,256.0,AMD,Ryzen5,Other,x86,699.0
MSI,17.3,32,4.3,False,True,False,512.0,Intel,i9,Desktop/Unknown,x86,3399.0
HP,14.0,16,4.2,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,369.0
HP,17.3,32,4.4,False,True,False,256.0,Intel,i3,Mobile-U/G,x86,499.0
Acer,16.0,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1999.99
ASUS,14.0,4,4.3,False,True,False,128.0,ARM,Other,Other,ARM,179.99
ECOHERO,15.6,6,4.1,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,239.0
LG,16.0,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1521.53
EXCaliberPC,14.0,16,5.0,False,True,False,512.0,AMD,Ryzen9,Other,x86,1649.0
ASUS,14.0,8,4.8,False,True,False,256.0,Intel,i3,Desktop/Unknown,x86,424.0
MSI,15.6,32,4.5,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1849.99
CHUWI,13.0,8,4.1,False,True,False,256.0,Intel,Celeron,Desktop/Unknown,x86,269.0
Dell,13.4,32,2.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1999.0
SAMSUNG,12.2,4,4.5,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,199.66
DERE,15.6,12,4.0,False,True,False,512.0,Intel,Celeron,Desktop/Unknown,x86,399.99
HP,15.6,12,4.5,False,True,False,0.01,Intel,i5,Desktop/Unknown,x86,699.0
HP,11.6,4,4.3,False,True,False,512.0,Intel,Celeron,Desktop/Unknown,x86,179.99
Acer,15.6,8,4.5,False,True,False,256.0,AMD,Ryzen5,Other,x86,484.0
HP,17.3,16,4.4,False,True,False,1024.0,Intel,i5,Mobile-U/G,x86,539.0
ASUS,15.6,32,5.0,False,True,False,512.0,AMD,Ryzen7,Other,x86,1379.9
EXCaliberPC,17.3,64,5.0,False,True,False,3072.0,Intel,i9,Desktop/Unknown,x86,4345.0
Dell,15.6,16,4.6,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,531.16
Microsoft,13.5,16,4.4,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,1469.89
Acer,15.6,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,969.0
Acer,14.0,8,4.2,False,True,False,256.0,Unknown,i5,Other,x86,475.0
Lenovo,14.0,4,4.3,False,False,False,64.0,ARM,MediaTek,Other,ARM,135.0
Acer,17.3,8,4.4,False,True,False,256.0,Intel,i3,Desktop/Unknown,x86,399.99
Lenovo,14.0,16,4.2,False,True,False,512.0,AMD,Ryzen5,Other,x86,629.99
MSI,15.6,32,3.7,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,2599.99
HP,15.0,8,4.2,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,438.34
HP,15.6,16,4.4,False,True,False,1024.0,Intel,Celeron,Desktop/Unknown,x86,479.0
HP,17.3,32,4.3,False,True,False,1024.0,Intel,i3,Desktop/Unknown,x86,599.99
ASUS,15.6,32,5.0,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,999.0
Acer,15.6,20,4.4,False,True,False,512.0,Intel,i3,Desktop/Unknown,x86,397.0
Microsoft,14.4,16,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1298.99
Alienware,17.3,32,3.4,False,True,False,1512.0,Intel,i9,Desktop/Unknown,x86,4999.81
LG,17.0,16,4.7,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1854.17
Dell,15.6,16,4.3,False,True,False,1024.0,Intel,Celeron,Desktop/Unknown,x86,459.0
HP,14.0,4,4.1,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,279.0
Dell,15.0,16,4.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1099.81
MSI,15.6,8,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,887.98
Alienware,15.6,16,4.0,False,True,False,1000.0,Intel,i7,Desktop/Unknown,x86,1399.81
Fusion5,14.0,4,4.4,False,True,False,512.0,Intel,Other,Desktop/Unknown,x86,249.99
Lenovo,15.6,8,4.4,False,True,False,256.0,AMD,Ryzen5,Other,x86,649.0
ASUS,12.0,4,4.1,False,False,False,32.0,ARM,MediaTek,Other,ARM,259.0
Dell,13.4,16,4.4,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,1359.0
MSI,17.3,16,4.5,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,1659.0
Dell,15.6,12,4.3,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,460.0
SAMSUNG,15.6,8,4.1,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,599.99
Acer,14.0,16,3.5,False,True,False,512.0,AMD,Ryzen7,Other,x86,799.99
MSI,15.6,16,3.7,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2380.96
ASUS,14.0,4,4.2,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,202.49
Acer,15.6,4,4.5,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,317.0
EXCaliberPC,16.0,64,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2319.0
Acer,15.6,8,4.3,False,True,False,256.0,Intel,i5,Mobile-U/G,x86,339.1
Dell,15.6,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1517.99
Acer,15.6,16,4.6,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1524.99
Microsoft,12.4,64,3.0,False,True,False,64.0,Intel,i5,Desktop/Unknown,x86,419.99
Generic,15.6,6,4.8,False,True,False,512.0,Intel,Celeron,Desktop/Unknown,x86,198.0
ASUS,15.6,16,3.5,False,True,False,1024.0,Intel,i7,Mobile-U/G,x86,939.0
Alienware,15.6,16,4.2,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1599.95
ASUS,15.6,16,2.7,False,True,False,1024.0,AMD,Ryzen9,Other,x86,999.99
Panasonic,13.0,4,3.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,3300.0
ASUS,16.0,64,4.4,False,True,False,2048.0,AMD,Ryzen9,Other,x86,2399.99
MSI,17.3,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1449.0
Acer,15.6,16,4.4,False,True,False,1024.0,AMD,Ryzen7,Other,x86,729.0
Panasonic,14.0,32,4.4,False,True,False,2048.0,Intel,i5,Desktop/Unknown,x86,1425.0
HP,14.0,4,4.6,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,329.99
ASUS,15.6,8,4.3,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,389.6
Alienware,17.3,32,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1594.95
ASUS,11.6,4,4.0,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,129.99
Dell,14.0,8,4.3,False,True,False,512.0,AMD,Ryzen7,Other,x86,642.46
Dell,14.0,16,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,899.0
Alienware,15.6,16,3.5,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1399.81
ASUS,14.0,8,4.2,False,False,False,64.0,Unknown,Other,Other,x86,193.9
Microsoft,13.5,8,4.5,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,370.0
MSI,15.6,4,4.8,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1599.0
Dell,16.0,64,4.3,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1509.0
ASUS,15.6,16,4.3,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,965.99
Acer,15.6,16,4.2,False,True,False,1024.0,AMD,Ryzen7,Other,x86,699.99
Packard Bell,15.6,4,3.8,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,239.99
ASUS,15.6,24,3.7,False,True,False,512.0,AMD,Ryzen9,Other,x86,1509.9
SAMSUNG,11.6,4,3.0,False,False,False,160.0,Intel,Celeron,Desktop/Unknown,x86,163.99
Packard Bell,15.6,4,3.8,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,239.99
Acer,11.6,4,4.3,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,169.0
HP,11.6,4,4.6,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,299.98
Fusion5,14.1,4,4.0,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,274.95
MSI,17.3,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1999.0
EXCaliberPC,14.0,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1299.0
Dell,15.6,16,4.2,False,True,False,128.0,Intel,Pentium,Desktop/Unknown,x86,449.0
Microsoft,15.0,32,4.2,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2286.37
EXCaliberPC,15.6,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1479.0
ASUS,11.0,4,4.3,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,249.99
ASUS,15.6,32,3.9,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,2999.69
MSI,15.6,16,4.5,False,True,False,1024.0,Unknown,i5,Other,x86,679.99
HP,15.6,16,4.2,False,True,False,1000.0,AMD,Athlon,Other,x86,549.99
Microsoft,14.4,16,1.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1999.99
MSI,17.3,64,5.0,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,4202.94
LG,14.0,16,3.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1094.96
Acer,15.6,8,4.4,False,True,False,512.0,AMD,Ryzen5,Other,x86,526.07
Acer,15.6,4,4.3,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,318.99
Alienware,18.4,8,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1999.0
Acer,11.6,4,4.2,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,139.0
MSI,15.6,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,829.0
SAMSUNG,11.6,4,4.4,False,False,False,512.0,Intel,Celeron,Desktop/Unknown,x86,89.0
HP,15.6,16,4.0,False,True,False,1000.0,Intel,i5,Desktop/Unknown,x86,669.99
ASUS,14.0,4,4.0,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,209.0
SAMSUNG,15.6,1,4.1,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1799.99
Dell,15.6,8,4.4,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,469.9
ASUS,15.6,16,4.5,False,True,False,512.0,AMD,Ryzen7,Other,x86,1224.99
Acer,17.3,8,4.6,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,649.99
Acer,17.3,8,5.0,False,True,False,256.0,Intel,i3,Desktop/Unknown,x86,398.0
Acer,15.6,32,3.2,False,True,False,1024.0,Unknown,i5,Other,x86,999.0
HP,15.6,16,4.6,False,True,False,1024.0,Intel,i3,Mobile-U/G,x86,569.0
ASUS,14.0,4,4.4,False,True,False,512.0,Intel,Celeron,Desktop/Unknown,x86,229.99
Dell,15.6,8,4.4,False,True,False,128.0,Unknown,i3,Other,x86,534.99
HP,14.0,4,5.0,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,279.0
ASUS,11.6,4,3.8,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,249.99
HP,14.0,4,4.4,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,269.95
MSI,15.6,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1099.0
Microsoft,15.0,32,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,2799.99
Acer,13.3,8,3.7,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,609.0
HP,14.0,8,4.4,False,True,False,512.0,Intel,Xeon,Desktop/Unknown,x86,189.0
Acer,15.6,16,5.0,False,True,False,1.0,AMD,Ryzen7,Other,x86,689.99
SAMSUNG,11.6,2,4.1,False,False,False,16.0,Intel,Atom,Desktop/Unknown,x86,175.99
ASUS,15.6,32,4.5,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,3200.99
ASUS,15.6,16,4.3,False,True,False,512.0,AMD,Ryzen5,Other,x86,689.99
MSI,15.6,32,3.9,False,True,False,2048.0,Intel,i9,Desktop/Unknown,x86,3634.96
EXCaliberPC,15.6,16,5.0,False,True,False,512.0,Intel,i9,Desktop/Unknown,x86,1799.0
MSI,15.6,8,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,839.58
LG,15.6,16,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,999.0
Toughbook,13.1,4,4.2,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,2999.99
HP,15.6,16,3.9,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,619.0
ASUS,14.0,8,4.5,False,False,False,64.0,Unknown,Other,Other,x86,299.99
Fusion5,14.1,4,4.0,False,True,False,128.0,Unknown,Other,Other,x86,269.99
Acer,17.3,16,4.7,False,True,False,1024.0,Intel,i3,Desktop/Unknown,x86,599.99
HP,13.3,8,4.3,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,565.0
MSI,15.6,32,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,2049.0
MSI,16.0,32,4.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2275.0
Alienware,17.3,32,4.1,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1499.95
ASUS,15.6,4,4.5,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,269.0
HP,14.0,4,4.4,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,228.0
Dell,13.3,8,4.0,False,True,False,512.0,Intel,i5,Mobile-U/G,x86,560.0
MSI,17.3,32,4.5,False,True,False,512.0,Intel,i9,Desktop/Unknown,x86,2799.0
MSI,15.6,8,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,565.09
ASUS,14.0,4,4.0,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,169.0
Acer,15.6,4,4.5,False,True,False,128.0,AMD,Ryzen3,Other,x86,299.0
MSI,17.3,32,3.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,3058.49
LG,17.0,16,4.4,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,965.0
Acer,15.6,8,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,809.0
HP,17.3,8,4.5,False,True,False,1024.0,AMD,Athlon,Other,x86,599.0
Acer,11.6,4,4.2,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,149.0
Acer,15.6,16,4.1,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1351.97
HP,15.6,16,5.0,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,599.0
Acer,15.6,2,4.3,False,False,False,16.0,Intel,Celeron,Desktop/Unknown,x86,178.0
SAMSUNG,15.6,8,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1000.0
HP,15.6,16,4.6,False,True,False,1000.0,AMD,Athlon,Other,x86,549.99
HP,15.6,16,4.4,False,True,False,1024.0,Intel,Celeron,Desktop/Unknown,x86,499.0
Microsoft,12.4,8,4.6,False,True,False,256.0,Intel,i5,Mobile-U/G,x86,437.59
LG,16.0,16,4.4,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1349.79
EXCaliberPC,15.6,16,3.4,False,True,False,1024.0,AMD,Ryzen9,Other,x86,1679.0
Toughbook,14.0,8,4.2,False,True,False,500.0,Intel,i5,Desktop/Unknown,x86,2999.99
EXCaliberPC,15.6,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1249.0
MSI,15.6,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1099.0
LG,17.0,16,4.7,False,True,False,1536.0,Intel,i7,Mobile-U/G,x86,1779.0
HP,14.0,4,4.4,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,269.95
ASUS,15.6,20,4.2,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,739.0
MSI,15.6,16,4.5,False,True,False,512.0,AMD,Ryzen5,Other,x86,699.0
HP,15.6,16,3.7,False,True,False,512.0,Intel,Pentium,Desktop/Unknown,x86,479.0
SAMSUNG,11.6,4,4.1,False,False,False,16.0,ARM,Exynos,Other,ARM,49.99
Acer,12.0,4,4.4,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,169.0
Acer,11.6,4,3.6,False,False,False,32.0,Unknown,Other,Other,x86,239.0
Alienware,17.3,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1799.95
MSI,15.6,16,4.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2149.0
SAMSUNG,15.6,16,4.4,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,679.0
MSI,16.0,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1565.2
EXCaliberPC,16.0,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1619.0
Acer,14.0,8,4.5,False,True,False,64.0,AMD,Ryzen7,Other,x86,436.99
Apple,13.0,16,4.2,False,False,True,256.0,Apple,AppleM,Other,ARM,1416.45
HP,14.0,4,4.0,False,True,False,32.0,Intel,Celeron,Desktop/Unknown,x86,273.0
MSI,14.0,8,2.0,True,False,False,512.0,Intel,i5,Desktop/Unknown,x86,766.99
HP,15.6,8,4.5,False,True,False,512.0,AMD,Ryzen5,Other,x86,599.0
Dell,14.0,16,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,973.0
ASUS,14.0,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1265.99
Alienware,15.6,16,4.1,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1499.95
Alienware,18.4,8,2.9,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1999.81
Panasonic,13.1,1,3.3,False,True,False,1000.0,Intel,i5,Desktop/Unknown,x86,4599.99
Alienware,15.6,16,3.2,False,True,False,1000.0,Intel,i7,Desktop/Unknown,x86,1899.0
ASUS,15.6,12,4.3,False,True,False,512.0,Intel,i3,Mobile-U/G,x86,399.99
ASUS,14.0,4,4.3,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,193.04
ASUS,16.0,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1339.99
ASUS,14.0,4,4.3,False,True,False,320.0,Intel,Celeron,Desktop/Unknown,x86,249.99
Panasonic,14.0,8,3.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1850.0
Microsoft,13.5,8,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1637.4
HP,14.0,4,4.3,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,289.0
Lenovo,13.3,4,4.4,False,False,False,64.0,Intel,i3,Desktop/Unknown,x86,239.99
Acer,14.0,8,3.5,False,True,False,256.0,Intel,i7,Mobile-U/G,x86,629.99
ASUS,14.0,4,4.3,False,True,False,320.0,Intel,Celeron,Desktop/Unknown,x86,249.99
Acer,15.6,32,4.4,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,2009.0
Dell,15.6,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1355.0
Acer,15.6,4,4.6,False,False,False,512.0,Intel,Celeron,Desktop/Unknown,x86,359.99
Panasonic,15.4,4,3.0,False,True,False,500.0,Intel,i5,Desktop/Unknown,x86,3049.99
ASUS,15.6,32,5.0,False,True,False,2048.0,AMD,Ryzen9,Other,x86,1649.9
Acer,15.6,4,4.5,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,349.0
Acer,17.3,4,4.0,False,False,False,512.0,Intel,Celeron,Desktop/Unknown,x86,199.99
ASUS,15.6,12,4.2,False,True,False,512.0,Intel,i5,Mobile-U/G,x86,635.9
HP,17.3,8,4.2,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,516.0
ASUS,15.6,8,4.3,False,True,False,512.0,AMD,Ryzen7,Other,x86,645.99
Acer,14.0,4,4.4,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,118.99
Acer,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,589.0
LG,16.0,16,3.9,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1999.99
Microsoft,10.51,4,4.3,True,False,False,512.0,Intel,Pentium,Desktop/Unknown,x86,370.0
Acer,14.0,8,4.4,False,True,False,512.0,Unknown,i5,Other,x86,429.99
ASUS,15.6,8,4.4,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,259.0
MSI,14.0,32,4.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,715.0
Dell,15.6,32,4.3,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2299.0
ASUS,14.0,4,4.3,False,False,False,128.0,Apple,AppleM,Other,ARM,232.95
Lenovo,11.6,4,4.5,False,False,False,64.0,ARM,MediaTek,Other,ARM,199.0
MSI,15.6,16,4.7,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1050.8
ASUS,15.6,8,3.6,False,True,False,256.0,AMD,Ryzen7,Other,x86,625.99
SAMSUNG,12.2,4,4.3,False,False,False,64.0,Unknown,Other,Other,x86,219.99
ASUS,15.6,16,4.5,False,True,False,1024.0,AMD,Ryzen7,Other,x86,1299.99
HP,15.0,8,4.5,False,True,False,256.0,AMD,Athlon,Other,x86,429.0
MSI,15.6,16,4.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1649.0
Acer,15.6,8,4.4,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,749.99
Toughbook,10.1,8,4.2,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,3099.0
EXCaliberPC,16.0,64,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2319.0
EXCaliberPC,15.6,16,5.0,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1099.0
Dell,13.3,16,5.0,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,601.14
MSI,15.6,8,4.2,False,True,False,512.0,Unknown,i7,Other,x86,1124.49
Lenovo,15.6,8,5.0,False,True,False,512.0,AMD,Ryzen5,Other,x86,835.0
Alienware,15.6,16,4.5,False,True,False,512.0,AMD,Ryzen7,Other,x86,1379.99
ASUS,15.6,8,4.3,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,899.74
Microsoft,13.5,16,4.5,False,True,False,256.0,AMD,Ryzen5,Other,x86,1184.98
MSI,15.6,32,3.7,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,4699.99
Dell,13.3,16,3.7,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,564.0
Acer,15.6,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,687.49
ASUS,14.0,16,4.3,False,True,False,1024.0,AMD,Ryzen7,Other,x86,999.99
ASUS,13.3,16,3.8,False,True,False,1024.0,AMD,Ryzen7,Other,x86,1699.99
MSI,15.6,16,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1298.96
Dell,15.6,4,4.3,False,True,False,500.0,Intel,Celeron,Desktop/Unknown,x86,224.95
SAMSUNG,15.6,8,4.2,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,799.0
ASUS,15.6,4,4.3,False,True,False,128.0,Intel,Pentium,Desktop/Unknown,x86,229.0
Microsoft,13.5,16,4.5,False,True,False,256.0,Intel,i7,Desktop/Unknown,x86,560.99
MSI,17.3,16,4.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1499.0
ASUS,14.0,4,5.0,False,True,False,1024.0,AMD,Ryzen7,Other,x86,989.99
ASUS,15.6,12,4.2,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,399.98
MSI,14.0,16,4.5,True,False,False,512.0,Intel,i5,Desktop/Unknown,x86,749.99
Acer,12.0,4,4.2,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,129.99
SAMSUNG,12.2,4,4.4,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,199.99
ASUS,14.0,8,4.1,False,False,False,64.0,Unknown,Other,Other,x86,249.99
Acer,15.6,8,4.0,False,False,False,512.0,Intel,Pentium,Desktop/Unknown,x86,432.84
Dell,15.6,32,3.4,False,True,False,1024.0,AMD,Ryzen7,Other,x86,999.99
Lenovo,17.3,8,4.5,False,True,False,512.0,AMD,Ryzen5,Other,x86,499.99
Dell,15.6,16,4.3,False,True,False,256.0,Intel,i5,Mobile-U/G,x86,818.0
EXCaliberPC,17.3,16,4.1,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1699.0
ASUS,15.6,16,4.3,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2500.0
Acer,14.0,16,4.6,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,637.98
ASUS,14.0,8,4.2,False,True,False,512.0,AMD,Ryzen5,Other,x86,588.0
HP,17.3,12,5.0,False,True,False,256.0,Intel,i3,Desktop/Unknown,x86,599.0
ASUS,15.6,32,5.0,False,True,False,1024.0,AMD,Ryzen9,Other,x86,1459.9
