Brand,Screen_Size,Ram,Rating,OS_Family_Other,OS_Family_Windows,OS_Family_macOS,Disk_GB,CPU_Vendor,CPU_Family,CPU_Class,CPU_Arch,Price
Acer,14.0,4,4.3,False,False,False,512.0,Intel,Celeron,Desktop/Unknown,x86,122.96
SAMSUNG,14.0,4,4.2,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,212.85
EXCaliberPC,17.3,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1149.0
ASUS,11.6,4,4.2,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,98.0
Packard Bell,14.0,4,3.8,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,229.99
ASUS,14.0,8,4.3,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,649.0
GIGABYTE,15.6,32,3.5,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2499.0
Acer,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,589.0
HP,17.3,32,4.7,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,799.99
LG,17.0,8,4.3,False,True,False,512.0,Intel,i3,Desktop/Unknown,x86,1659.99
Panasonic,14.0,4,2.6,False,True,False,500.0,Intel,i5,Desktop/Unknown,x86,899.99
Panasonic,14.0,16,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,3559.99
Acer,15.6,4,4.3,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,239.0
Microsoft,13.5,8,4.4,False,True,False,512.0,AMD,Ryzen5,Other,x86,748.94
Dell,17.0,32,3.8,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1888.0
HP,17.3,8,4.5,False,True,False,512.0,Intel,i5,Mobile-U/G,x86,599.0
EXCaliberPC,17.0,32,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,3049.0
Acer,13.5,8,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,988.31
Dell,18.4,8,4.4,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1999.81
MSI,15.6,32,4.2,False,True,False,1024.0,Unknown,i7,Other,x86,799.0
Acer,15.6,8,5.0,False,True,False,256.0,Intel,i7,Desktop/Unknown,x86,699.0
EXCaliberPC,17.3,64,5.0,False,True,False,2048.0,Intel,i9,Desktop/Unknown,x86,2699.0
MSI,15.6,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,950.61
Dell,15.6,16,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,449.99
MSI,15.6,8,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,887.98
Acer,15.6,64,5.0,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,2109.0
MSI,15.6,8,5.0,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1045.52
HP,14.0,4,4.2,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,299.0
EXCaliberPC,17.3,128,5.0,False,True,False,2048.0,Intel,i9,Desktop/Unknown,x86,5199.0
MSI,15.6,8,4.3,False,True,False,1000.0,Intel,i7,Desktop/Unknown,x86,999.99
HP,15.6,8,4.3,False,True,False,256.0,Intel,Pentium,Desktop/Unknown,x86,389.0
ASUS,14.0,8,3.9,False,True,False,512.0,AMD,Ryzen7,Other,x86,699.0
Acer,15.6,8,4.3,False,True,False,512.0,Intel,i3,Mobile-U/G,x86,352.0
MSI,14.0,16,3.1,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1197.0
MSI,17.3,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1999.0
MSI,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,899.0
Dell,17.0,16,3.9,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1795.0
MSI,17.3,16,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1249.99
HP,17.3,8,4.5,False,True,False,512.0,Intel,i5,Mobile-U/G,x86,599.0
HP,15.6,12,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,468.0
Apple,13.3,16,2.8,False,False,True,512.0,Intel,i7,Desktop/Unknown,x86,1468.95
ASUS,14.0,8,2.5,False,False,False,320.0,Apple,AppleM,Other,ARM,319.0
HP,15.6,16,4.4,False,True,False,512.0,AMD,Ryzen7,Other,x86,1069.0
EXCaliberPC,15.6,64,5.0,False,True,False,4096.0,Intel,i9,Desktop/Unknown,x86,4945.0
ASUS,15.6,12,4.2,True,False,False,128.0,Intel,i3,Desktop/Unknown,x86,649.0
Dell,14.0,8,5.0,False,True,False,1024.0,Intel,Pentium,Desktop/Unknown,x86,499.0
ASUS,15.6,8,5.0,False,True,False,512.0,AMD,Ryzen5,Other,x86,734.99
ASUS,15.6,16,4.0,False,True,False,1024.0,Intel,i7,Mobile-U/G,x86,679.99
ASUS,17.3,8,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,869.0
SAMSUNG,15.6,16,4.6,False,True,False,1024.0,Intel,i7,Mobile-U/G,x86,1449.99
ASUS,14.0,16,4.1,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,829.0
LG,16.0,16,4.7,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1339.99
Acer,15.6,20,3.9,False,True,False,1024.0,Intel,i3,Desktop/Unknown,x86,449.99
Dell,15.6,32,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1650.0
Acer,15.6,20,3.9,False,True,False,1024.0,Intel,i3,Desktop/Unknown,x86,437.62
Microsoft,12.3,16,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1503.02
HP,15.0,8,4.5,False,True,False,256.0,Intel,Pentium,Desktop/Unknown,x86,399.99
Dell,15.6,16,3.3,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,899.0
MSI,17.3,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1496.24
CHUWI,13.0,8,4.1,False,True,False,256.0,Intel,Celeron,Desktop/Unknown,x86,269.0
ASUS,14.0,8,2.3,False,False,False,64.0,Unknown,CoreM,Other,x86,189.0
EXCaliberPC,17.3,64,5.0,False,True,False,4096.0,Intel,i9,Desktop/Unknown,x86,4595.0
Acer,15.6,20,4.4,False,True,False,128.0,AMD,Ryzen3,Other,x86,569.99
HP,17.3,32,4.1,False,True,False,1024.0,Intel,i7,Mobile-U/G,x86,1399.0
SAMSUNG,11.6,2,4.4,False,False,False,16.0,Intel,Celeron,Desktop/Unknown,x86,86.93
MSI,15.6,16,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,902.91
Acer,15.6,24,4.1,True,False,False,512.0,AMD,Ryzen5,Other,x86,599.99
ASUS,15.6,8,4.5,False,True,False,128.0,Intel,i3,Mobile-U/G,x86,333.99
ASUS,16.0,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1243.99
Acer,17.3,24,4.4,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,929.99
HP,13.5,16,4.7,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1399.99
LG,17.0,16,4.2,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1379.99
Dell,14.0,16,5.0,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,599.0
HP,14.0,8,5.0,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,329.99
HP,15.6,16,2.0,False,True,False,1024.0,AMD,Ryzen3,Other,x86,549.0
HP,15.6,8,4.5,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,438.95
Lenovo,15.6,16,4.6,False,True,False,512.0,AMD,Ryzen7,Other,x86,839.0
MSI,15.6,16,3.6,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2499.99
Dell,17.3,16,4.3,False,True,False,1024.0,Intel,CoreM,Desktop/Unknown,x86,1099.0
ASUS,14.0,4,4.3,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,299.99
MSI,15.6,16,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1499.0
ASUS,14.0,4,4.4,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,229.0
HP,15.6,8,4.3,False,True,False,256.0,Intel,Pentium,Desktop/Unknown,x86,389.0
HP,15.6,16,4.7,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,629.0
EXCaliberPC,14.0,16,5.0,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,854.21
Acer,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,589.0
MSI,17.3,8,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1299.99
EXCaliberPC,14.0,16,5.0,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1199.0
HP,14.0,4,4.4,False,True,False,64.0,Intel,Other,Desktop/Unknown,x86,209.99
EXCaliberPC,17.3,32,5.0,False,True,False,512.0,Intel,i9,Desktop/Unknown,x86,2999.0
Dell,15.6,32,4.2,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,662.86
MSI,17.3,32,4.5,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1779.99
MSI,14.0,16,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1072.3
HP,15.6,16,3.7,False,True,False,512.0,Intel,Pentium,Desktop/Unknown,x86,479.0
ASUS,14.0,4,4.3,False,True,False,1.0,Intel,Celeron,Desktop/Unknown,x86,199.0
GIGABYTE,17.3,16,3.8,False,True,False,512.0,Intel,i9,Desktop/Unknown,x86,3774.81
ASUS,14.0,16,4.2,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1358.99
Acer,15.6,4,4.3,False,False,False,16.0,Intel,Celeron,Desktop/Unknown,x86,147.88
HP,15.6,8,4.3,False,True,False,256.0,AMD,Ryzen5,Other,x86,509.0
MSI,17.3,16,5.0,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,1749.99
MSI,17.3,16,4.5,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2999.0
Acer,15.6,8,4.5,False,True,False,256.0,AMD,Ryzen5,Other,x86,484.0
MSI,16.0,32,4.0,False,True,False,2048.0,Intel,i9,Desktop/Unknown,x86,2222.86
MSI,15.6,16,5.0,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1064.32
MSI,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1283.95
Microsoft,13.0,8,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,819.89
HP,14.0,8,4.5,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,583.93
ASUS,16.0,32,4.2,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2099.0
HP,14.0,16,4.2,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,369.0
MSI,15.6,16,3.3,False,True,False,512.0,Unknown,i7,Other,x86,1099.99
Acer,15.6,4,4.3,False,False,False,32.0,Intel,Celeron,Desktop/Unknown,x86,229.0
Panasonic,14.0,4,3.3,False,True,False,500.0,Intel,i5,Desktop/Unknown,x86,2446.0
ASUS,14.5,32,3.8,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,2299.99
Alienware,17.3,16,4.1,False,True,False,1128.0,Unknown,i7,Other,x86,3999.0
ASUS,16.0,64,3.5,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2099.99
MSI,17.3,32,4.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2699.0
SAMSUNG,15.6,16,4.4,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,679.0
LG,16.0,16,4.4,False,True,False,256.0,Intel,i7,Desktop/Unknown,x86,1157.97
SAMSUNG,14.0,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1449.99
MSI,15.6,8,4.5,False,True,False,512.0,Unknown,i7,Other,x86,798.0
Panasonic,14.0,4,4.5,False,True,False,320.0,Intel,i5,Desktop/Unknown,x86,1999.99
MSI,15.6,8,3.9,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,999.0
ASUS,14.0,8,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,714.98
HP,15.6,32,4.3,False,True,False,1024.0,AMD,Ryzen7,Other,x86,629.0
MSI,17.3,32,4.2,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,3199.0
SAMSUNG,15.6,16,3.9,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,749.0
ASUS,13.3,16,4.5,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,1079.99
EXCaliberPC,14.0,16,4.0,False,True,False,1024.0,AMD,Ryzen9,Other,x86,1649.99
GIGABYTE,17.3,32,3.8,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,2278.93
HP,17.3,16,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,769.0
Acer,13.5,8,4.3,False,False,False,512.0,Intel,i5,Desktop/Unknown,x86,719.0
EXCaliberPC,17.3,32,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1799.0
Acer,14.0,8,4.4,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,339.0
Dell,15.6,8,4.5,False,True,False,256.0,AMD,Ryzen5,Other,x86,279.0
EXCaliberPC,17.3,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1149.0
HP,14.0,4,3.3,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,289.0
ASUS,14.0,4,4.1,True,False,False,128.0,Apple,AppleM,Other,ARM,211.9
Acer,15.6,16,3.0,False,True,False,512.0,AMD,Ryzen7,Other,x86,629.0
ASUS,15.6,8,5.0,False,True,False,512.0,AMD,Ryzen7,Other,x86,764.59
Lenovo,15.6,8,4.4,False,True,False,256.0,AMD,Ryzen5,Other,x86,649.0
EXCaliberPC,17.3,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,2399.0
Dell,13.3,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1265.75
Microsoft,15.0,8,4.3,False,True,False,256.0,AMD,Ryzen5,Other,x86,489.0
Acer,15.6,16,4.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1199.0
LG,17.0,32,3.8,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1996.99
ASUS,11.6,4,4.2,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,142.0
SAMSUNG,12.2,4,4.5,False,False,False,512.0,Unknown,Other,Other,x86,299.0
Microsoft,12.4,4,3.9,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,359.99
Fusion5,14.1,4,4.0,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,274.95
MSI,15.6,32,4.5,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,4499.0
ASUS,17.3,12,3.4,False,True,False,1024.0,Intel,i5,Mobile-U/G,x86,439.99
SAMSUNG,11.6,4,4.4,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,159.88
ASUS,15.6,64,5.0,False,True,False,2048.0,Intel,i9,Desktop/Unknown,x86,2389.99
HP,14.0,8,4.4,False,True,False,1024.0,Intel,i3,Desktop/Unknown,x86,579.0
HP,14.0,4,4.3,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,289.0
HP,14.0,32,4.4,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1949.99
SAMSUNG,11.6,4,4.4,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,159.88
CHUWI,13.0,8,4.1,False,True,False,256.0,Intel,Celeron,Desktop/Unknown,x86,299.0
Dell,15.6,16,4.2,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,699.0
Acer,17.3,32,4.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1549.0
ASUS,15.6,16,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1045.81
ASUS,14.0,4,4.8,False,True,False,128.0,Intel,i3,Mobile-U/G,x86,239.95
MSI,15.6,32,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2199.99
ASUS,14.0,4,4.3,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,173.98
Dell,15.6,64,4.3,False,True,False,4096.0,Intel,i7,Desktop/Unknown,x86,3099.99
Alienware,17.3,16,5.0,False,True,False,1256.0,Unknown,i7,Other,x86,4999.0
EXCaliberPC,17.3,16,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1999.0
Alienware,15.6,16,3.0,False,True,False,1128.0,Intel,i7,Desktop/Unknown,x86,1499.81
Dell,15.6,16,4.1,False,True,False,1024.0,Intel,i5,Mobile-U/G,x86,719.99
MSI,17.3,8,4.6,False,True,False,512.0,Unknown,i5,Other,x86,749.0
MSI,15.6,32,4.2,False,True,False,1024.0,Unknown,i7,Other,x86,1999.99
HP,14.0,8,4.2,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,339.99
Acer,15.6,32,4.2,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,1199.99
ASUS,14.0,4,4.5,False,False,False,160.0,Intel,Celeron,Desktop/Unknown,x86,199.0
ASUS,15.6,4,4.2,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,179.99
Dell,15.6,8,4.0,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,549.99
ASUS,15.6,16,4.5,True,False,False,1024.0,Intel,i7,Desktop/Unknown,x86,2346.69
ASUS,15.6,16,4.2,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2179.0
EXCaliberPC,13.4,32,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1549.0
Acer,15.6,8,3.7,False,True,False,512.0,Intel,i3,Desktop/Unknown,x86,374.99
HP,17.3,8,4.2,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,516.0
Acer,11.6,4,5.0,False,False,False,32.0,AMD,A-series,Other,x86,169.0
Alienware,15.6,16,3.6,False,True,False,1000.0,Intel,i7,Desktop/Unknown,x86,1599.81
Acer,15.6,8,4.5,False,True,False,256.0,AMD,Ryzen3,Other,x86,499.99
Microsoft,12.4,8,4.6,False,True,False,256.0,Intel,i5,Mobile-U/G,x86,699.0
MSI,15.6,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1099.0
ASUS,17.3,4,4.4,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,249.99
HP,14.0,16,4.7,False,True,False,1000.0,AMD,Ryzen3,Other,x86,509.99
Acer,15.6,8,4.3,False,True,False,512.0,Intel,i3,Mobile-U/G,x86,449.99
ASUS,17.3,16,5.0,False,True,False,1024.0,Intel,i5,Desktop/Unknown,x86,579.0
HP,14.0,16,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,899.99
ASUS,14.0,8,4.3,False,True,False,512.0,AMD,Ryzen7,Other,x86,880.0
ASUS,11.6,4,4.3,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,140.0
Microsoft,15.0,32,4.6,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1948.98
Alienware,15.6,32,3.7,False,True,False,512.0,AMD,Ryzen9,Other,x86,2095.0
LG,15.0,16,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1199.99
SAMSUNG,15.6,8,4.4,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,649.66
LG,15.6,8,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,483.74
SAMSUNG,15.6,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,969.95
ASUS,14.0,8,4.5,False,True,False,512.0,AMD,Ryzen5,Other,x86,628.41
HP,14.0,8,4.5,False,True,False,64.0,Intel,Celeron,Desktop/Unknown,x86,359.99
Acer,14.0,8,3.3,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,612.48
Generic,11.6,4,5.0,False,False,False,512.0,AMD,A-series,Other,x86,188.0
ASUS,15.6,16,4.1,False,True,False,512.0,AMD,Ryzen7,Other,x86,899.99
Acer,14.0,8,4.6,False,True,False,1024.0,Intel,i7,Mobile-U/G,x86,799.0
HP,15.6,8,5.0,False,True,False,256.0,Intel,Pentium,Desktop/Unknown,x86,349.0
Acer,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,589.0
SAMSUNG,15.6,16,4.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1349.0
HP,14.0,32,4.4,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1949.99
HP,17.3,8,4.3,False,True,False,256.0,Intel,i3,Mobile-U/G,x86,358.0
ASUS,14.0,8,4.8,False,True,False,256.0,Intel,i3,Desktop/Unknown,x86,424.0
Dell,15.6,8,4.6,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,319.0
Dell,14.0,16,4.3,False,True,False,256.0,Intel,i7,Desktop/Unknown,x86,1299.0
Dell,14.0,16,5.0,False,True,False,512.0,Intel,i5,Mobile-U/G,x86,649.0
Dell,15.6,16,3.7,False,True,False,512.0,AMD,Ryzen3,Other,x86,539.0
Alienware,18.4,8,4.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1999.95
MSI,15.6,16,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,891.82
Alienware,17.3,16,4.5,False,True,False,256.0,Unknown,i7,Other,x86,3999.0
ASUS,14.0,8,4.4,False,True,False,512.0,AMD,Ryzen5,Other,x86,670.29
CHUWI,14.1,8,3.9,False,True,False,256.0,Intel,Celeron,Desktop/Unknown,x86,239.99
ASUS,16.0,16,4.0,False,True,False,512.0,AMD,Ryzen5,Other,x86,699.99
EXCaliberPC,15.6,64,5.0,False,True,False,4096.0,Intel,i9,Desktop/Unknown,x86,3295.0
MSI,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1299.0
Dell,15.6,32,4.3,False,True,False,1024.0,Intel,i5,Mobile-U/G,x86,529.99
HP,15.6,32,5.0,True,False,False,512.0,AMD,Ryzen7,Other,x86,839.99
Microsoft,13.5,8,4.3,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,718.99
Acer,15.6,8,4.6,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,669.0
ASUS,15.6,8,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,890.99
SAMSUNG,13.3,8,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,999.0
Acer,11.6,4,5.0,False,True,False,512.0,Intel,Celeron,Desktop/Unknown,x86,88.0
WAKST,15.6,6,3.5,False,True,False,6.0,Intel,Celeron,Desktop/Unknown,x86,179.99
HP,15.6,8,4.6,False,True,False,256.0,Intel,i5,Mobile-U/G,x86,324.97
Alienware,15.6,32,5.0,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,2799.0
Alienware,15.6,16,3.7,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,2299.0
ASUS,14.0,4,4.4,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,248.0
Panasonic,14.0,8,3.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1850.0
Dell,13.3,16,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,2233.9
ASUS,16.0,16,4.4,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,889.99
ASUS,14.0,4,4.4,False,True,False,128.0,Intel,i3,Desktop/Unknown,x86,248.0
EXCaliberPC,15.6,32,5.0,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,2599.0
ASUS,17.3,8,4.3,False,True,False,512.0,AMD,Ryzen7,Other,x86,649.0
EXCaliberPC,15.6,16,5.0,False,True,False,512.0,AMD,Ryzen7,Other,x86,1499.0
LG,16.0,16,3.5,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1254.96
MSI,14.0,8,5.0,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,728.72
Microsoft,13.5,8,3.9,False,True,False,128.0,Intel,i5,Desktop/Unknown,x86,529.0
Alienware,15.6,16,3.9,True,False,False,512.0,Intel,i7,Desktop/Unknown,x86,2799.0
ASUS,15.6,16,4.3,False,True,False,1024.0,AMD,Ryzen9,Other,x86,1905.99
HP,15.6,16,4.1,False,True,False,512.0,AMD,Ryzen3,Other,x86,549.0
SAMSUNG,13.3,8,3.9,False,False,False,256.0,Intel,i5,Desktop/Unknown,x86,999.0
Dell,14.0,16,4.3,False,True,False,1024.0,AMD,Ryzen5,Other,x86,769.0
CHUWI,13.0,8,4.1,False,True,False,256.0,Intel,Celeron,Desktop/Unknown,x86,299.0
Acer,14.0,4,3.3,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,219.0
Acer,15.6,32,4.4,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1949.99
MSI,17.3,8,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,978.75
Dell,15.6,16,3.7,True,False,False,512.0,Intel,i5,Desktop/Unknown,x86,639.99
ASUS,15.0,8,4.5,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,659.65
HP,14.0,4,4.5,False,False,False,64.0,Intel,Celeron,Desktop/Unknown,x86,219.0
MSI,13.4,16,3.3,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,999.97
Alienware,15.6,16,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1499.95
Acer,14.0,16,4.4,False,True,False,512.0,AMD,Ryzen7,Other,x86,729.0
HP,17.3,32,4.4,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,1299.0
HP,15.6,8,4.3,False,True,False,256.0,AMD,Ryzen5,Other,x86,509.0
HP,11.6,4,4.6,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,299.98
LG,17.0,32,4.1,False,True,False,2048.0,Intel,i7,Desktop/Unknown,x86,1349.99
HP,15.6,8,4.2,False,True,False,512.0,AMD,Ryzen5,Other,x86,399.0
HYUNDAI,14.1,4,4.3,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,149.99
EXCaliberPC,16.0,32,5.0,False,True,False,1024.0,AMD,Ryzen9,Other,x86,3499.0
SAMSUNG,13.3,8,4.2,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,699.0
SAMSUNG,15.6,16,4.3,False,True,False,512.0,Intel,i5,Desktop/Unknown,x86,1399.99
SAMSUNG,13.3,8,4.5,False,True,False,256.0,Intel,i5,Desktop/Unknown,x86,739.0
Dell,16.0,16,4.3,False,True,False,1024.0,Intel,i7,Desktop/Unknown,x86,968.0
TECLAST,15.6,6,4.0,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,225.99
HP,15.6,16,4.4,False,True,False,1024.0,Intel,Pentium,Desktop/Unknown,x86,449.0
HP,17.3,8,4.6,False,True,False,256.0,AMD,Ryzen5,Other,x86,465.0
MSI,15.6,8,4.5,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,619.0
ASUS,15.6,16,4.5,False,True,False,512.0,AMD,Ryzen7,Other,x86,1049.0
MSI,17.3,64,4.5,False,True,False,1024.0,Intel,i9,Desktop/Unknown,x86,3899.0
Unknown,13.3,16,4.1,False,True,False,512.0,Intel,i7,Mobile-U/G,x86,838.98
ASUS,12.0,4,4.2,False,True,False,128.0,Intel,Celeron,Desktop/Unknown,x86,166.0
MSI,15.6,16,4.6,False,True,False,512.0,Intel,i7,Desktop/Unknown,x86,1199.0
HP,15.6,16,4.2,False,True,False,1000.0,AMD,Athlon,Other,x86,549.99
HP,15.6,8,4.1,False,True,False,256.0,AMD,Ryzen5,Other,x86,485.0
Dell,15.6,16,4.1,False,True,False,1024.0,AMD,Ryzen5,Other,x86,469.0
